id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,label
0,12.719917826385236,10.637041267605913,12.80275891031193,19.058123591324488,5.296356918113867,11.554768138843004,13.680999539042709,13.144855131898339,14.045831008135053,17.202972150816024,14.040318214551007,14.144092617817737,1
1,-1.9172366648195172,2.2400083937349353,0.5296043734991905,-2.767037101508336,-3.578306888274922,-1.0756149438350242,-1.9844412236956372,0.7939810544258825,3.1594998385037227,1.091458929685292,0.5659348312398773,0.1020196137449858,1
2,-1.005876873854164,1.1993256648048005,-0.675937635129367,0.6414688658480725,-2.521323459245747,0.23885516814268448,-0.5862713959128928,-0.27839678662713707,1.5338525138722678,-0.5331271772756391,1.2769642627913496,0.296897142144103,1
3,-1.1473739413240132,-1.1172172211079625,-0.515468641764775,0.82868783995873,-1.0635329649710157,-0.03589012483889675,1.9288785646602618,-0.31957990871880554,0.49066730690748744,2.51026868714892,0.9485418382170154,0.5159494238791662,1
4,1.2145699814708233,-1.0790298360368762,-0.5087395737516893,-0.6490398188574945,-1.1014646640508856,-1.88102285487001,-0.2688315181432539,-0.470563781883087,0.7886370229061826,0.6219390495725692,-0.5499579551425546,-0.6922348423962689,1
5,14.66212442151365,9.362026931314059,8.45639705975045,8.71737953771859,8.988934047409053,12.837690558591671,10.291460722671204,14.513232838705447,15.17379381120934,14.26329130620594,12.798953374674118,8.099313372312073,1
6,12.443784384827332,12.37661284231863,8.26780793183813,9.77188552269169,11.1112105949449,13.8723377634086,10.713265991698552,16.22200511099495,10.299935442960301,15.026530802843471,13.54970753486652,9.888686671075943,1
7,13.724553602180967,11.035621367530076,14.63021931282925,13.55175553396158,11.518187223830779,12.074329164323416,17.339835280029327,8.870247607291702,10.936556225264782,9.362995775827606,15.474872408794514,14.427478181471722,3
8,11.641067872292506,13.294010097201829,10.171142014300766,14.425085784259435,7.279492921098325,13.753383681132487,16.267797436882635,13.505561963957899,12.987502207671564,16.21800255736406,12.550643461307141,11.005173842713024,2
9,18.61989235550539,14.348676290385294,11.285187984016629,14.958200771650294,14.925421094920882,7.990998465234175,4.932805846522079,12.645183179680767,15.755439340493673,16.025660805634274,17.028338575889347,14.285234529255781,1
10,1.5124225946386631,-0.10033686102921466,0.16828190332773155,0.5586722585952458,-1.393670579569613,0.059018461610568784,-0.6327812751436017,-0.37748452953018236,1.1549462507265253,-1.0309422352297648,3.0351947848701486,0.8603787413100503,0
11,-14.126485283707819,-14.936408784021008,-15.61203581200565,-13.16951644352149,-10.566918619230453,-14.810212635912738,-10.7378418282248,-15.291540543012392,-11.36855744889316,-13.37842570215853,-15.847028604696806,-14.939868377204515,1
12,0.5288050341348594,0.2637038984824996,1.109753929388176,-0.27174808023028435,-1.7094920217825016,2.593265195365218,-0.15169291149771333,2.105700812718359,1.520317047320628,0.2988731930795286,0.7492070841942046,-0.3148361744746157,0
13,-15.677475077600967,-17.423157304227477,-11.382288237602818,-12.478081648011843,-11.759087959046656,-11.348691471518489,-13.73523146442291,-11.222377466533946,-15.125547070555488,-8.683176311729165,-13.954436550508735,-11.179848153559155,0
14,-1.0999718838922652,0.16269599817035763,-0.2759443317386135,0.024592831686709872,0.12960820087162883,0.8200116143616056,-0.6635063658381122,0.14227824167033176,-0.20143429882978778,0.34487073195019663,0.0030149391773520717,0.2373948278866291,1
15,-12.221882900483962,-8.881257657159136,-8.987801726099377,-14.747777345677385,-14.846818814445339,-12.991171022976399,-11.474256374079003,-7.605531056132003,-14.354491872028158,-11.021553847660293,-10.43773621588553,-12.764031689440525,3
16,9.93495863336953,7.184613939527146,12.255960829692807,15.113673563023402,12.16851104399651,10.615426456800819,7.112432379137241,14.491942608512101,11.847338895354147,17.478967479047146,6.708346111628317,11.571935623606517,1
17,9.921157006274646,12.741005300560618,8.739908117924063,11.98068947185466,10.163638618321144,10.83327386223951,8.885879509052806,7.060497938360125,12.333810149455605,17.987883485475457,8.737000515988935,9.28063159940831,3
18,11.418789855850516,18.176508605984473,16.25270077898981,16.83626950856149,12.730556527197221,11.651320103196845,9.964269723666748,8.828839539305756,13.390557734593248,11.67768391672542,14.919688610511452,16.567268549635642,1
19,10.268739092861104,10.405694655259909,12.135638998050595,12.356632740781205,10.380352403589264,15.817650439774349,13.301430435089264,15.140776777926563,15.123365393712206,14.129056185267206,14.06127122265041,13.260544761164079,1
20,-12.985787741470073,-16.90562991133681,-16.712992088265494,-12.84702893972992,-10.701109758375313,-17.321088505061187,-13.777171148528222,-17.563879609183612,-10.852679951744008,-10.128978460464566,-19.611256459685535,-12.094415298608084,2
21,1.0314396785659838,1.4621349891260744,-1.967687074990333,-0.8839553687114926,1.2101230965128238,0.9959612152661812,0.36619505576914513,0.10006567023352902,-0.5557076817253079,-0.1640195609997372,0.8023247103936934,0.3700304226086449,0
22,14.00296738293936,9.520833143883088,14.218438891995833,14.65331848659477,10.310288419569684,7.657740363163572,13.470965422323285,12.008179845664865,11.718083628848818,13.775662976488933,6.962569416411949,12.477441627276722,1
23,16.50495747745766,10.956429024309601,12.319327143673743,15.473200179329732,10.358249546780588,12.301265466556814,14.142777629345055,10.987909510908114,8.12382810351173,15.629362770113653,10.200223828945303,12.026556036625028,1
